# FRONT piece boundary — closed 3D loop on the shell surface; coordinates mm, x lateral (+ wearer's left), y front-to-back (+ front), z height above waist
# piece split at the SOLVED armhole theta = +-102.9660 deg
segment,theta_deg,x_mm,y_mm,z_mm
hem edge,54.3801,220.297,128.764,-381.000
hem edge,54.2943,220.003,128.987,-381.000
hem edge,54.2084,219.709,129.210,-381.000
hem edge,54.1226,219.414,129.433,-381.000
hem edge,54.0367,219.118,129.655,-381.000
hem edge,53.9509,218.823,129.877,-381.000
hem edge,53.8651,218.527,130.098,-381.000
hem edge,53.7792,218.231,130.319,-381.000
hem edge,53.6934,217.934,130.539,-381.000
hem edge,53.6075,217.637,130.759,-381.000
hem edge,53.5217,217.340,130.978,-381.000
hem edge,53.4359,217.043,131.197,-381.000
hem edge,53.3500,216.745,131.416,-381.000
hem edge,53.2642,216.446,131.635,-381.000
hem edge,53.1783,216.148,131.852,-381.000
hem edge,53.0925,215.849,132.069,-381.000
hem edge,53.0067,215.550,132.286,-381.000
hem edge,52.9208,215.251,132.503,-381.000
hem edge,52.8350,214.951,132.719,-381.000
hem edge,52.7491,214.651,132.934,-381.000
hem edge,52.6633,214.351,133.150,-381.000
hem edge,52.5775,214.050,133.364,-381.000
hem edge,52.4916,213.749,133.579,-381.000
hem edge,52.4058,213.448,133.793,-381.000
hem edge,52.3199,213.147,134.006,-381.000
hem edge,52.2341,212.845,134.219,-381.000
hem edge,52.1482,212.542,134.432,-381.000
hem edge,52.0624,212.240,134.644,-381.000
hem edge,51.9766,211.938,134.856,-381.000
hem edge,51.8907,211.634,135.067,-381.000
hem edge,51.8049,211.331,135.278,-381.000
hem edge,51.7190,211.027,135.489,-381.000
hem edge,51.6332,210.724,135.699,-381.000
hem edge,51.5474,210.419,135.908,-381.000
hem edge,51.4615,210.115,136.117,-381.000
hem edge,51.3757,209.810,136.326,-381.000
hem edge,51.2898,209.505,136.535,-381.000
hem edge,51.2040,209.200,136.743,-381.000
hem edge,51.1182,208.894,136.950,-381.000
hem edge,51.0323,208.588,137.157,-381.000
hem edge,50.9465,208.282,137.364,-381.000
hem edge,50.8606,207.975,137.570,-381.000
hem edge,50.7748,207.668,137.776,-381.000
hem edge,50.6890,207.361,137.981,-381.000
hem edge,50.6031,207.054,138.187,-381.000
hem edge,50.5173,206.746,138.391,-381.000
hem edge,50.4314,206.438,138.595,-381.000
hem edge,50.3456,206.130,138.799,-381.000
hem edge,50.2598,205.821,139.002,-381.000
hem edge,50.1739,205.513,139.205,-381.000
hem edge,50.0881,205.204,139.407,-381.000
hem edge,50.0022,204.895,139.609,-381.000
hem edge,49.9164,204.585,139.811,-381.000
hem edge,49.8305,204.275,140.012,-381.000
hem edge,49.7447,203.965,140.213,-381.000
hem edge,49.6589,203.655,140.413,-381.000
hem edge,49.5730,203.344,140.614,-381.000
hem edge,49.4872,203.033,140.813,-381.000
hem edge,49.4013,202.722,141.012,-381.000
hem edge,49.3155,202.410,141.211,-381.000
hem edge,49.2297,202.099,141.409,-381.000
hem edge,49.1438,201.786,141.607,-381.000
hem edge,49.0580,201.474,141.805,-381.000
hem edge,48.9721,201.162,142.001,-381.000
hem edge,48.8863,200.849,142.198,-381.000
hem edge,48.8005,200.536,142.394,-381.000
hem edge,48.7146,200.223,142.590,-381.000
hem edge,48.6288,199.909,142.786,-381.000
hem edge,48.5429,199.595,142.981,-381.000
hem edge,48.4571,199.281,143.175,-381.000
hem edge,48.3713,198.967,143.369,-381.000
hem edge,48.2854,198.652,143.563,-381.000
hem edge,48.1996,198.338,143.756,-381.000
hem edge,48.1137,198.023,143.949,-381.000
hem edge,48.0279,197.707,144.142,-381.000
hem edge,47.9421,197.391,144.334,-381.000
hem edge,47.8562,197.076,144.526,-381.000
hem edge,47.7704,196.760,144.717,-381.000
hem edge,47.6845,196.443,144.908,-381.000
hem edge,47.5987,196.127,145.098,-381.000
hem edge,47.5128,195.810,145.288,-381.000
hem edge,47.4270,195.493,145.478,-381.000
hem edge,47.3412,195.176,145.667,-381.000
hem edge,47.2553,194.858,145.856,-381.000
hem edge,47.1695,194.540,146.044,-381.000
hem edge,47.0836,194.222,146.232,-381.000
hem edge,46.9978,193.904,146.420,-381.000
hem edge,46.9120,193.585,146.607,-381.000
hem edge,46.8261,193.266,146.794,-381.000
hem edge,46.7403,192.948,146.980,-381.000
hem edge,46.6544,192.628,147.166,-381.000
hem edge,46.5686,192.309,147.352,-381.000
hem edge,46.4828,191.989,147.537,-381.000
hem edge,46.3969,191.669,147.722,-381.000
hem edge,46.3111,191.349,147.906,-381.000
hem edge,46.2252,191.029,148.090,-381.000
hem edge,46.1394,190.708,148.274,-381.000
hem edge,46.0536,190.387,148.457,-381.000
hem edge,45.9677,190.066,148.639,-381.000
hem edge,45.8819,189.745,148.822,-381.000
hem edge,45.7960,189.423,149.004,-381.000
hem edge,45.7102,189.101,149.185,-381.000
hem edge,45.6244,188.780,149.366,-381.000
hem edge,45.5385,188.457,149.547,-381.000
hem edge,45.4527,188.135,149.728,-381.000
hem edge,45.3668,187.812,149.908,-381.000
hem edge,45.2810,187.489,150.087,-381.000
hem edge,45.1951,187.166,150.266,-381.000
hem edge,45.1093,186.843,150.445,-381.000
hem edge,45.0235,186.519,150.623,-381.000
hem edge,44.9376,186.195,150.801,-381.000
hem edge,44.8518,185.871,150.979,-381.000
hem edge,44.7659,185.547,151.156,-381.000
hem edge,44.6801,185.223,151.333,-381.000
hem edge,44.5943,184.898,151.509,-381.000
hem edge,44.5084,184.573,151.685,-381.000
hem edge,44.4226,184.248,151.860,-381.000
hem edge,44.3367,183.923,152.036,-381.000
hem edge,44.2509,183.597,152.210,-381.000
hem edge,44.1651,183.272,152.385,-381.000
hem edge,44.0792,182.946,152.559,-381.000
hem edge,43.9934,182.620,152.732,-381.000
hem edge,43.9075,182.293,152.905,-381.000
hem edge,43.8217,181.967,153.078,-381.000
hem edge,43.7359,181.640,153.250,-381.000
hem edge,43.6500,181.313,153.422,-381.000
hem edge,43.5642,180.986,153.594,-381.000
hem edge,43.4783,180.658,153.765,-381.000
hem edge,43.3925,180.331,153.936,-381.000
hem edge,43.3067,180.003,154.106,-381.000
hem edge,43.2208,179.675,154.277,-381.000
hem edge,43.1350,179.346,154.446,-381.000
hem edge,43.0491,179.018,154.615,-381.000
hem edge,42.9633,178.690,154.784,-381.000
hem edge,42.8774,178.361,154.953,-381.000
hem edge,42.7916,178.032,155.121,-381.000
hem edge,42.7058,177.703,155.289,-381.000
hem edge,42.6199,177.373,155.456,-381.000
hem edge,42.5341,177.044,155.623,-381.000
hem edge,42.4482,176.714,155.789,-381.000
hem edge,42.3624,176.384,155.955,-381.000
hem edge,42.2766,176.054,156.121,-381.000
hem edge,42.1907,175.723,156.286,-381.000
hem edge,42.1049,175.393,156.451,-381.000
hem edge,42.0190,175.062,156.616,-381.000
hem edge,41.9332,174.731,156.780,-381.000
hem edge,41.8474,174.400,156.944,-381.000
hem edge,41.7615,174.068,157.107,-381.000
hem edge,41.6757,173.737,157.270,-381.000
hem edge,41.5898,173.405,157.433,-381.000
hem edge,41.5040,173.073,157.595,-381.000
hem edge,41.4182,172.741,157.757,-381.000
hem edge,41.3323,172.409,157.918,-381.000
hem edge,41.2465,172.076,158.080,-381.000
hem edge,41.1606,171.744,158.240,-381.000
hem edge,41.0748,171.411,158.401,-381.000
hem edge,40.9890,171.078,158.561,-381.000
hem edge,40.9031,170.744,158.720,-381.000
hem edge,40.8173,170.411,158.879,-381.000
hem edge,40.7314,170.078,159.038,-381.000
hem edge,40.6456,169.744,159.196,-381.000
hem edge,40.5597,169.410,159.354,-381.000
hem edge,40.4739,169.075,159.512,-381.000
hem edge,40.3881,168.741,159.669,-381.000
hem edge,40.3022,168.407,159.826,-381.000
hem edge,40.2164,168.072,159.983,-381.000
hem edge,40.1305,167.737,160.139,-381.000
hem edge,40.0447,167.402,160.295,-381.000
hem edge,39.9589,167.067,160.450,-381.000
hem edge,39.8730,166.732,160.605,-381.000
hem edge,39.7872,166.396,160.760,-381.000
hem edge,39.7013,166.060,160.914,-381.000
hem edge,39.6155,165.725,161.067,-381.000
hem edge,39.5297,165.389,161.221,-381.000
hem edge,39.4438,165.052,161.374,-381.000
hem edge,39.3580,164.716,161.527,-381.000
hem edge,39.2721,164.379,161.679,-381.000
hem edge,39.1863,164.043,161.831,-381.000
hem edge,39.1005,163.706,161.983,-381.000
hem edge,39.0146,163.368,162.134,-381.000
hem edge,38.9288,163.031,162.285,-381.000
hem edge,38.8429,162.694,162.435,-381.000
hem edge,38.7571,162.356,162.585,-381.000
hem edge,38.6713,162.018,162.735,-381.000
hem edge,38.5854,161.680,162.884,-381.000
hem edge,38.4996,161.342,163.033,-381.000
hem edge,38.4137,161.004,163.181,-381.000
hem edge,38.3279,160.666,163.330,-381.000
hem edge,38.2420,160.327,163.478,-381.000
hem edge,38.1562,159.988,163.625,-381.000
hem edge,38.0704,159.649,163.772,-381.000
hem edge,37.9845,159.310,163.919,-381.000
hem edge,37.8987,158.971,164.065,-381.000
hem edge,37.8128,158.631,164.211,-381.000
hem edge,37.7270,158.292,164.356,-381.000
hem edge,37.6412,157.952,164.502,-381.000
hem edge,37.5553,157.612,164.647,-381.000
hem edge,37.4695,157.272,164.791,-381.000
hem edge,37.3836,156.932,164.935,-381.000
hem edge,37.2978,156.592,165.079,-381.000
hem edge,37.2120,156.251,165.222,-381.000
hem edge,37.1261,155.910,165.365,-381.000
hem edge,37.0403,155.570,165.508,-381.000
hem edge,36.9544,155.229,165.650,-381.000
hem edge,36.8686,154.888,165.792,-381.000
hem edge,36.7828,154.546,165.933,-381.000
hem edge,36.6969,154.205,166.074,-381.000
hem edge,36.6111,153.863,166.215,-381.000
hem edge,36.5252,153.522,166.355,-381.000
hem edge,36.4394,153.180,166.496,-381.000
hem edge,36.3536,152.837,166.635,-381.000
hem edge,36.2677,152.495,166.774,-381.000
hem edge,36.1819,152.153,166.913,-381.000
hem edge,36.0960,151.811,167.052,-381.000
hem edge,36.0102,151.468,167.190,-381.000
hem edge,35.9243,151.125,167.328,-381.000
hem edge,35.8385,150.782,167.465,-381.000
hem edge,35.7527,150.439,167.602,-381.000
hem edge,35.6668,150.096,167.739,-381.000
hem edge,35.5810,149.752,167.875,-381.000
hem edge,35.4951,149.409,168.011,-381.000
hem edge,35.4093,149.065,168.147,-381.000
hem edge,35.3235,148.722,168.282,-381.000
hem edge,35.2376,148.377,168.417,-381.000
hem edge,35.1518,148.034,168.552,-381.000
hem edge,35.0659,147.689,168.686,-381.000
hem edge,34.9801,147.345,168.820,-381.000
hem edge,34.8943,147.000,168.953,-381.000
hem edge,34.8084,146.656,169.086,-381.000
hem edge,34.7226,146.311,169.219,-381.000
hem edge,34.6367,145.966,169.351,-381.000
hem edge,34.5509,145.621,169.483,-381.000
hem edge,34.4651,145.276,169.615,-381.000
hem edge,34.3792,144.930,169.746,-381.000
hem edge,34.2934,144.585,169.877,-381.000
hem edge,34.2075,144.239,170.007,-381.000
hem edge,34.1217,143.893,170.138,-381.000
hem edge,34.0359,143.548,170.267,-381.000
hem edge,33.9500,143.202,170.397,-381.000
hem edge,33.8642,142.855,170.526,-381.000
hem edge,33.7783,142.509,170.655,-381.000
hem edge,33.6925,142.163,170.783,-381.000
hem edge,33.6066,141.816,170.911,-381.000
hem edge,33.5208,141.469,171.039,-381.000
hem edge,33.4350,141.122,171.166,-381.000
hem edge,33.3491,140.775,171.293,-381.000
hem edge,33.2633,140.429,171.420,-381.000
hem edge,33.1774,140.081,171.546,-381.000
hem edge,33.0916,139.734,171.672,-381.000
hem edge,33.0058,139.386,171.797,-381.000
hem edge,32.9199,139.039,171.922,-381.000
hem edge,32.8341,138.691,172.047,-381.000
hem edge,32.7482,138.343,172.171,-381.000
hem edge,32.6624,137.995,172.296,-381.000
hem edge,32.5766,137.647,172.419,-381.000
hem edge,32.4907,137.299,172.543,-381.000
hem edge,32.4049,136.951,172.666,-381.000
hem edge,32.3190,136.602,172.788,-381.000
hem edge,32.2332,136.253,172.911,-381.000
hem edge,32.1474,135.905,173.032,-381.000
hem edge,32.0615,135.556,173.154,-381.000
hem edge,31.9757,135.207,173.275,-381.000
hem edge,31.8898,134.857,173.396,-381.000
hem edge,31.8040,134.508,173.517,-381.000
hem edge,31.7182,134.159,173.637,-381.000
hem edge,31.6323,133.810,173.757,-381.000
hem edge,31.5465,133.460,173.876,-381.000
hem edge,31.4606,133.110,173.995,-381.000
hem edge,31.3748,132.760,174.114,-381.000
hem edge,31.2889,132.410,174.232,-381.000
hem edge,31.2031,132.060,174.350,-381.000
hem edge,31.1173,131.710,174.468,-381.000
hem edge,31.0314,131.360,174.585,-381.000
hem edge,30.9456,131.009,174.702,-381.000
hem edge,30.8597,130.659,174.819,-381.000
hem edge,30.7739,130.308,174.935,-381.000
hem edge,30.6881,129.957,175.051,-381.000
hem edge,30.6022,129.606,175.167,-381.000
hem edge,30.5164,129.255,175.282,-381.000
hem edge,30.4305,128.904,175.397,-381.000
hem edge,30.3447,128.553,175.512,-381.000
hem edge,30.2589,128.202,175.626,-381.000
hem edge,30.1730,127.850,175.740,-381.000
hem edge,30.0872,127.499,175.853,-381.000
hem edge,30.0013,127.147,175.966,-381.000
hem edge,29.9155,126.795,176.079,-381.000
hem edge,29.8297,126.443,176.191,-381.000
hem edge,29.7438,126.091,176.304,-381.000
hem edge,29.6580,125.739,176.415,-381.000
hem edge,29.5721,125.387,176.527,-381.000
hem edge,29.4863,125.034,176.638,-381.000
hem edge,29.4005,124.682,176.748,-381.000
hem edge,29.3146,124.329,176.859,-381.000
hem edge,29.2288,123.976,176.969,-381.000
hem edge,29.1429,123.624,177.078,-381.000
hem edge,29.0571,123.271,177.188,-381.000
hem edge,28.9712,122.918,177.297,-381.000
hem edge,28.8854,122.564,177.405,-381.000
hem edge,28.7996,122.211,177.514,-381.000
hem edge,28.7137,121.858,177.621,-381.000
hem edge,28.6279,121.505,177.729,-381.000
hem edge,28.5420,121.151,177.836,-381.000
hem edge,28.4562,120.797,177.943,-381.000
hem edge,28.3704,120.444,178.050,-381.000
hem edge,28.2845,120.090,178.156,-381.000
hem edge,28.1987,119.736,178.262,-381.000
hem edge,28.1128,119.382,178.367,-381.000
hem edge,28.0270,119.028,178.472,-381.000
hem edge,27.9412,118.673,178.577,-381.000
hem edge,27.8553,118.319,178.682,-381.000
hem edge,27.7695,117.964,178.786,-381.000
hem edge,27.6836,117.610,178.890,-381.000
hem edge,27.5978,117.255,178.993,-381.000
hem edge,27.5120,116.901,179.096,-381.000
hem edge,27.4261,116.546,179.199,-381.000
hem edge,27.3403,116.191,179.301,-381.000
hem edge,27.2544,115.836,179.403,-381.000
hem edge,27.1686,115.480,179.505,-381.000
hem edge,27.0828,115.125,179.607,-381.000
hem edge,26.9969,114.770,179.708,-381.000
hem edge,26.9111,114.414,179.808,-381.000
hem edge,26.8252,114.059,179.909,-381.000
hem edge,26.7394,113.703,180.009,-381.000
hem edge,26.6535,113.347,180.108,-381.000
hem edge,26.5677,112.991,180.208,-381.000
hem edge,26.4819,112.636,180.307,-381.000
hem edge,26.3960,112.280,180.405,-381.000
hem edge,26.3102,111.923,180.504,-381.000
hem edge,26.2243,111.567,180.602,-381.000
hem edge,26.1385,111.211,180.699,-381.000
hem edge,26.0527,110.854,180.797,-381.000
hem edge,25.9668,110.498,180.894,-381.000
hem edge,25.8810,110.141,180.990,-381.000
hem edge,25.7951,109.785,181.087,-381.000
hem edge,25.7093,109.428,181.183,-381.000
hem edge,25.6235,109.071,181.278,-381.000
hem edge,25.5376,108.714,181.373,-381.000
hem edge,25.4518,108.357,181.468,-381.000
hem edge,25.3659,108.000,181.563,-381.000
hem edge,25.2801,107.643,181.657,-381.000
hem edge,25.1943,107.285,181.751,-381.000
hem edge,25.1084,106.928,181.845,-381.000
hem edge,25.0226,106.570,181.938,-381.000
hem edge,24.9367,106.213,182.031,-381.000
hem edge,24.8509,105.855,182.123,-381.000
hem edge,24.7651,105.497,182.216,-381.000
hem edge,24.6792,105.140,182.308,-381.000
hem edge,24.5934,104.782,182.399,-381.000
hem edge,24.5075,104.424,182.490,-381.000
hem edge,24.4217,104.065,182.581,-381.000
hem edge,24.3358,103.707,182.672,-381.000
hem edge,24.2500,103.349,182.762,-381.000
hem edge,24.1642,102.991,182.852,-381.000
hem edge,24.0783,102.632,182.941,-381.000
hem edge,23.9925,102.274,183.031,-381.000
hem edge,23.9066,101.915,183.120,-381.000
hem edge,23.8208,101.557,183.208,-381.000
hem edge,23.7350,101.198,183.296,-381.000
hem edge,23.6491,100.839,183.384,-381.000
hem edge,23.5633,100.480,183.472,-381.000
hem edge,23.4774,100.121,183.559,-381.000
hem edge,23.3916,99.762,183.646,-381.000
hem edge,23.3058,99.403,183.732,-381.000
hem edge,23.2199,99.043,183.819,-381.000
hem edge,23.1341,98.684,183.904,-381.000
hem edge,23.0482,98.325,183.990,-381.000
hem edge,22.9624,97.965,184.075,-381.000
hem edge,22.8766,97.605,184.160,-381.000
hem edge,22.7907,97.246,184.245,-381.000
hem edge,22.7049,96.886,184.329,-381.000
hem edge,22.6190,96.526,184.413,-381.000
hem edge,22.5332,96.166,184.496,-381.000
hem edge,22.4474,95.807,184.579,-381.000
hem edge,22.3615,95.447,184.662,-381.000
hem edge,22.2757,95.086,184.745,-381.000
hem edge,22.1898,94.726,184.827,-381.000
hem edge,22.1040,94.366,184.909,-381.000
hem edge,22.0181,94.006,184.990,-381.000
hem edge,21.9323,93.645,185.072,-381.000
hem edge,21.8465,93.285,185.153,-381.000
hem edge,21.7606,92.924,185.233,-381.000
hem edge,21.6748,92.563,185.313,-381.000
hem edge,21.5889,92.203,185.393,-381.000
hem edge,21.5031,91.842,185.473,-381.000
hem edge,21.4173,91.481,185.552,-381.000
hem edge,21.3314,91.120,185.631,-381.000
hem edge,21.2456,90.759,185.710,-381.000
hem edge,21.1597,90.398,185.788,-381.000
hem edge,21.0739,90.037,185.866,-381.000
hem edge,20.9881,89.676,185.943,-381.000
hem edge,20.9022,89.315,186.021,-381.000
hem edge,20.8164,88.953,186.098,-381.000
hem edge,20.7305,88.592,186.174,-381.000
hem edge,20.6447,88.230,186.250,-381.000
hem edge,20.5589,87.869,186.326,-381.000
hem edge,20.4730,87.507,186.402,-381.000
hem edge,20.3872,87.145,186.477,-381.000
hem edge,20.3013,86.784,186.552,-381.000
hem edge,20.2155,86.422,186.627,-381.000
hem edge,20.1297,86.060,186.701,-381.000
hem edge,20.0438,85.698,186.775,-381.000
hem edge,19.9580,85.336,186.849,-381.000
hem edge,19.8721,84.974,186.922,-381.000
hem edge,19.7863,84.612,186.995,-381.000
hem edge,19.7004,84.249,187.068,-381.000
hem edge,19.6146,83.887,187.140,-381.000
hem edge,19.5288,83.525,187.212,-381.000
hem edge,19.4429,83.162,187.284,-381.000
hem edge,19.3571,82.800,187.355,-381.000
hem edge,19.2712,82.437,187.426,-381.000
hem edge,19.1854,82.075,187.497,-381.000
hem edge,19.0996,81.712,187.567,-381.000
hem edge,19.0137,81.349,187.638,-381.000
hem edge,18.9279,80.986,187.707,-381.000
hem edge,18.8420,80.623,187.777,-381.000
hem edge,18.7562,80.260,187.846,-381.000
hem edge,18.6704,79.898,187.915,-381.000
hem edge,18.5845,79.535,187.983,-381.000
hem edge,18.4987,79.171,188.051,-381.000
hem edge,18.4128,78.808,188.119,-381.000
hem edge,18.3270,78.445,188.186,-381.000
hem edge,18.2412,78.082,188.253,-381.000
hem edge,18.1553,77.718,188.320,-381.000
hem edge,18.0695,77.355,188.387,-381.000
hem edge,17.9836,76.991,188.453,-381.000
hem edge,17.8978,76.628,188.519,-381.000
hem edge,17.8120,76.264,188.584,-381.000
hem edge,17.7261,75.901,188.649,-381.000
hem edge,17.6403,75.537,188.714,-381.000
hem edge,17.5544,75.173,188.779,-381.000
hem edge,17.4686,74.809,188.843,-381.000
hem edge,17.3827,74.445,188.907,-381.000
hem edge,17.2969,74.081,188.971,-381.000
hem edge,17.2111,73.717,189.034,-381.000
hem edge,17.1252,73.353,189.097,-381.000
hem edge,17.0394,72.989,189.159,-381.000
hem edge,16.9535,72.625,189.222,-381.000
hem edge,16.8677,72.261,189.284,-381.000
hem edge,16.7819,71.897,189.345,-381.000
hem edge,16.6960,71.532,189.407,-381.000
hem edge,16.6102,71.168,189.468,-381.000
hem edge,16.5243,70.803,189.528,-381.000
hem edge,16.4385,70.439,189.589,-381.000
hem edge,16.3527,70.074,189.649,-381.000
hem edge,16.2668,69.710,189.708,-381.000
hem edge,16.1810,69.345,189.768,-381.000
hem edge,16.0951,68.980,189.827,-381.000
hem edge,16.0093,68.616,189.886,-381.000
hem edge,15.9235,68.251,189.944,-381.000
hem edge,15.8376,67.886,190.002,-381.000
hem edge,15.7518,67.521,190.060,-381.000
hem edge,15.6659,67.156,190.117,-381.000
hem edge,15.5801,66.791,190.174,-381.000
hem edge,15.4943,66.426,190.231,-381.000
hem edge,15.4084,66.061,190.288,-381.000
hem edge,15.3226,65.696,190.344,-381.000
